x,ICA_original,ICA_smoothed
0.6315139562833996,3.3354,3.336110330616312
0.6414355605241835,3.3193,3.333394790178275
0.648310050382288,3.3394,3.333001302181473
0.6499455016099753,3.3396,3.3324820315817067
0.6590898419197019,3.3274,3.3302265878825277
0.6667455919244475,3.3274,3.3270697223448265
0.6747460155232994,3.3216,3.3243285845283763
0.6767451223691163,3.3214,3.3220619961949645
0.6844008723738619,3.3274,3.3194480917092246
0.6943214775607499,3.3094,3.316361524912558
0.6995475284905195,3.3127,3.3135065773844303
0.702367857638816,3.3154,3.310871290748527
0.7122894618796,3.3074,3.30799143463695
0.7198662866265646,3.3014,3.3052814565529967
0.7233559818851547,3.3028,3.3032193255753852
0.7296310394056827,3.3054,3.301158862354197
0.7380680495570694,3.2994,3.2983727059479095
0.7475200984667519,3.2914,3.295332273743358
0.7481574948523747,3.2915,3.2926942000429955
0.7554885523409332,3.2954,3.289898161489999
0.7648626750467308,3.2874,3.286201891021491
0.7728311289209119,3.2774,3.2822998608589535
0.7729580087656989,3.2774,3.2793966154216854
0.7824400292922602,3.2794,3.2773805758050347
0.790798114185866,3.2774,3.275178820593438
0.7977595217329189,3.2713,3.2722942288584735
0.8001722368916635,3.2694,3.269105848075953
0.8087650994508201,3.2654,3.266196496153899
0.8179054435449629,3.2614,3.263837018592943
0.8225600356462429,3.2635,3.261594695235827
0.8262645274924646,3.2635,3.2586401469535535
0.8356386501982622,3.2514,3.255033715461823
0.8446221428307392,3.2495,3.25190663858566
0.8473615486134629,3.2489,3.2498051785659277
0.8529023015204601,3.2495,3.2476682357293183
0.8615740893373974,3.2535,3.244092433208353
0.8711040644509649,3.2314,3.239450678362549
0.8721630615806831,3.231,3.235375356588765
0.8791504445290309,3.2395,3.2321000598086886
0.889071049715919,3.2275,3.228766278563663
0.8959725140292143,3.2215,3.2257242978733336
0.8975859860711906,3.2215,3.2238711948050005
0.906960108776988,3.2255,3.2226041705676076
0.9150064888550542,3.2255,3.220265091779693
0.9207730279425383,3.216,3.2162282170667424
0.9246933154302874,3.2095,3.2115514340069318
0.9327396955083536,3.2055,3.2076536621565808
0.9419579658063812,3.2035,3.205009075458375
0.9455745409097585,3.2041,3.203053721231413
0.9499254206266664,3.2035,3.201019887691016
0.9590657647208094,3.1955,3.198741158375902
0.9681271835571712,3.1975,3.1963250561998917
0.9703760538769785,3.1965,3.1935031054537903
0.9767200461163278,3.1895,3.1902093966254896
0.98546976013715,3.1835,3.1870707025221865
0.9943753265657422,3.1855,3.1844686645981923
0.9951765677903024,3.1851,3.182176527050173
1.0,3.1755,3.1805424398030064
